12-08-23 00:52[root]INFO | Training on acrobot environment for 1500 episodes
12-08-23 00:52[root]INFO | Agent Type: icct
12-08-23 00:52[root]INFO | Log Directory: acrobot_cpu/icct/aaai_15n_32x32c_rand/
12-08-23 00:52[root]INFO | Random Weight Initialization: True
12-08-23 00:52[root]INFO | Training Started: 2023-08-12 00:52:27
12-08-23 00:52[root]INFO | Using Acrobot Environment
12-08-23 00:52[root]INFO | Hyperparameters: {"learning_rate": 0.045, "ent_coef": 0.01, "gamma": 0.99, "gae_lambda": 0.8, "clip_range": 0.2, "n_epochs": 16, "batch_size": 64, "n_steps": 1024, "vf_coef": 0.5, "max_grad_norm": 0.52}
12-08-23 00:52[root]INFO | ===================> Training with seed 120 <=================
12-08-23 00:52[root]INFO | Agent: ICCT
12-08-23 00:52[root]INFO | Episode: 0, Avg Reward: -500.0, Best Eval: -500.0
12-08-23 00:53[root]INFO | Episode: 50, Avg Reward: -406.6862745098039, Best Eval: -91.4
12-08-23 00:54[root]INFO | Episode: 100, Avg Reward: -283.16, Best Eval: -88.63333333333334
12-08-23 00:54[root]INFO | Episode: 150, Avg Reward: -133.41, Best Eval: -79.86666666666666
12-08-23 00:54[root]INFO | Episode: 200, Avg Reward: -102.34, Best Eval: -79.86666666666666
12-08-23 00:55[root]INFO | Episode: 250, Avg Reward: -109.19, Best Eval: -79.86666666666666
12-08-23 00:55[root]INFO | Episode: 300, Avg Reward: -124.51, Best Eval: -79.86666666666666
12-08-23 00:55[root]INFO | Episode: 350, Avg Reward: -114.03, Best Eval: -79.86666666666666
12-08-23 00:56[root]INFO | Episode: 400, Avg Reward: -102.2, Best Eval: -79.86666666666666
12-08-23 00:56[root]INFO | Episode: 450, Avg Reward: -99.04, Best Eval: -79.86666666666666
12-08-23 00:56[root]INFO | Episode: 500, Avg Reward: -90.74, Best Eval: -79.86666666666666
12-08-23 00:57[root]INFO | Episode: 550, Avg Reward: -110.12, Best Eval: -79.86666666666666
12-08-23 00:57[root]INFO | Episode: 600, Avg Reward: -119.79, Best Eval: -79.86666666666666
12-08-23 00:57[root]INFO | Episode: 650, Avg Reward: -108.42, Best Eval: -79.86666666666666
12-08-23 00:58[root]INFO | Episode: 700, Avg Reward: -102.94, Best Eval: -79.86666666666666
12-08-23 00:58[root]INFO | Episode: 750, Avg Reward: -96.4, Best Eval: -79.86666666666666
12-08-23 00:58[root]INFO | Episode: 800, Avg Reward: -92.88, Best Eval: -79.86666666666666
12-08-23 00:58[root]INFO | Episode: 850, Avg Reward: -97.17, Best Eval: -79.86666666666666
12-08-23 00:59[root]INFO | Episode: 900, Avg Reward: -104.47, Best Eval: -79.86666666666666
12-08-23 00:59[root]INFO | Episode: 950, Avg Reward: -99.21, Best Eval: -79.86666666666666
12-08-23 00:59[root]INFO | Episode: 1000, Avg Reward: -126.65, Best Eval: -79.86666666666666
12-08-23 01:00[root]INFO | Episode: 1050, Avg Reward: -133.53, Best Eval: -79.86666666666666
12-08-23 01:00[root]INFO | Episode: 1100, Avg Reward: -105.66, Best Eval: -79.86666666666666
12-08-23 01:00[root]INFO | Episode: 1150, Avg Reward: -100.92, Best Eval: -79.86666666666666
12-08-23 01:01[root]INFO | Episode: 1200, Avg Reward: -95.68, Best Eval: -79.86666666666666
12-08-23 01:01[root]INFO | Episode: 1250, Avg Reward: -98.55, Best Eval: -79.86666666666666
12-08-23 01:01[root]INFO | Episode: 1300, Avg Reward: -99.91, Best Eval: -79.86666666666666
12-08-23 01:01[root]INFO | Episode: 1350, Avg Reward: -92.22, Best Eval: -79.86666666666666
12-08-23 01:02[root]INFO | Episode: 1400, Avg Reward: -87.71, Best Eval: -79.86666666666666
12-08-23 01:02[root]INFO | Episode: 1450, Avg Reward: -92.53, Best Eval: -79.86666666666666
12-08-23 01:02[root]INFO | Agent: ICCT
12-08-23 01:02[root]INFO | ==============> Test reward for seeds [500, 600]: -88.58 +/- 28.68106692576132 <==========
12-08-23 01:02[root]INFO | Execution time of seed 120: 0 hours, 10 minutes, 24 seconds
